Song Title,Song Artist,Beat,BPM,Source,Genre
Drift Away,Dobie Gray,Beat Buddy: Ballad 3,76,Default Library,Rock
Drops of Jupiter,Train,Beat Buddy: Rock 11Beat Buddy Mini 2: Rock 11,79,Default Library,Pop
The Last Time,The Rolling Stones,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,168,Default Library,Rock
The Last Time,The Rolling Stones,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,168,Default Library,Rock
Marooned,Pink Floyd,Beat Buddy: Rock 8Beat Buddy Mini: Rock 3Beat Buddy Mini 2: Rock 8,74,Default Library,Rock
Ordinary World,Duran Duran,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,70,Default Library,Rock
Come Away With Me,Norah Jones,Beat Buddy: Brushes 5- 3/4 Half time Shuffle PopBeat Buddy Mini: Brushes 3Beat Buddy Mini 2: Brushes 5- 3/4 Half time Shuffle Pop,80,Default Library,Ballad
Don't Know Why,Norah Jones,Beat Buddy: Brushes 8- Str 8Beat Buddy Mini 2: Brushes 8- Str 8,88,Default Library,Ballad
Beginnings,Chicago,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,111,Default Library,Rock
Something,The Beatles,Beat Buddy: Ballad 3,67,Default Library,Rock
Pamela,Toto,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,98,Default Library,Rock
Georgy Porgy,Toto,Beat Buddy: Pop 1- 16thsBeat Buddy Mini: Pop 1Beat Buddy Mini 2: Pop 1- 16ths,97,Default Library,Rock
Jet Airliner,Steve Miller Band,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,123,Default Library,Rock
I want to know what love is,Foreigner,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,81,Default Library,Pop
Here comes the sun,The Beatles,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,129,Default Library,Rock
Psycho Killer,Talking Heads,Beat Buddy: Oldie 2- 4 on snareBeat Buddy Mini 2: Oldie 2- 4 on snare,123,Default Library,Rock
Girl from Ipanema,Ant̫nio Carlos Jobim,Beat Buddy: Bossa NovaBeat Buddy Mini: BossaBeat Buddy Mini 2: Bossa Nova,129,Default Library,Latin
Handbags and Gladrags,Stereophonics,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,67,Default Library,Rock
Fire and Rain,James Taylor,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,75,Default Library,Rock
Where the river goes,Stone temple pilots,Beat Buddy: Rock 11Beat Buddy Mini 2: Rock 11,63,Default Library,Rock
You're so vain,Carly Simon,Beat Buddy: Ballad 3,106,Default Library,Rock
Stuck in the middle with you,Stealers wheel,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,124,Default Library,Blues
Burn out,Midland,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,100,Default Library,Country
Cats in the cradle,Harry Chapin,Beat Buddy: Pop 8- 8thsBeat Buddy Mini 2: Pop 8- 8ths,78,Default Library,Rock
Magic Carpet Ride,Steppenwolf,Beat Buddy: Pop 8- 8thsBeat Buddy Mini 2: Pop 8- 8ths,112,Default Library,Rock
Apologize,One Republic,Beat Buddy: R&B 6Beat Buddy Mini 2: R&B 6,59,Default Library,Pop
Midnight Rider,The Allman Brothers,Beat Buddy: Pop 5- 16thsBeat Buddy Mini: Pop 2Beat Buddy Mini 2: Pop 5- 16ths,95,Default Library,Country
In My Head,Queens of the Stone Age,Beat Buddy: Pop 8- 8thsBeat Buddy Mini 2: Pop 8- 8ths,134,Default Library,Rock
Like a Hurricane,Neil Young,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,114,Default Library,Rock
Suspicious minds,Elvis Presley,Beat Buddy: Oldie 1- 4 on snareBeat Buddy Mini: Oldie 1Beat Buddy Mini 2: Oldie 1- 4 on snare,117,Default Library,Rock
Rock around the clock,Bill Haley,Beat Buddy: Country 7- Brushes ShuffleBeat Buddy Mini 2: Country 7- Brushes Shuffle,175,Default Library,Blues
Magic,Coldplay,Beat Buddy: Hip Hop 1Beat Buddy Mini: Hip Hop 1Beat Buddy Mini 2: Hip Hop 1,93,Default Library,Pop
Back To The Earth,Jason Mraz,Beat Buddy: Reggae 7- swung one dropBeat Buddy Mini: Reggae 4Beat Buddy Mini 2: Reggae 7- swung one drop,76,Default Library,Pop
If I Had A Million Dollars,Barenaked Ladies,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,160,Default Library,Country
Maggie May,Rob Stewart,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,129,Default Library,Rock
In Color,Jamey Johnson,Beat Buddy: Ballad 3,65,Default Library,Country
Tennessee Whiskey,Chris Stapleton,Beat Buddy: Blues 3- 6/8Beat Buddy Mini: Blues 2Beat Buddy Mini 2: Blues 3- 6/8,76,Default Library,Blues
Fat Bottomed Girls,Queen,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,89,Default Library,Rock
You Oughta Know,Alanis Morissette,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,105,Default Library,Rock
Set Fire To The Rain,Adele,Beat Buddy: Rock 5- Jungle TomsBeat Buddy Mini 2: Rock 5- Jungle Toms,108,Default Library,Rock
New Divide,Linkin Park,Beat Buddy: Rock 5- Jungle TomsBeat Buddy Mini 2: Rock 5- Jungle Toms,118,Default Library,Rock
I Can't Make You Love Me,Bonnie Raitt,Beat Buddy: Brushes 1- Str 8Beat Buddy Mini: Brushes 1Beat Buddy Mini 2: Brushes 1- Str 8,62,Default Library,Ballad
I Can't Make You Love Me,Bonnie Raitt,Beat Buddy: Brushes 1- Str 8Beat Buddy Mini: Brushes 1Beat Buddy Mini 2: Brushes 1- Str 8,62,Default Library,Ballad
"Ob La Di, Ob La Da",The Beatles,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,113,Default Library,Rock
Mr Know It All,Kelly Clarkson,Beat Buddy: Rock 3Beat Buddy Mini 2: Rock 3,96,Default Library,Pop
Such a night,Dr. John,Beat Buddy: Ballad 2,121,Default Library,Blues
The Shape of my heart,Backstreet Boys,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,96,Default Library,Pop
Spirit in the Sky,Norman Greenbaum,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,129,Default Library,Blues
Running on Empty,Jackson Borwne,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,137,Default Library,Rock
Hound Dog,Elvis Presley,Beat Buddy: Oldie 2- 4 on snareBeat Buddy Mini 2: Oldie 2- 4 on snare,88,Default Library,Blues
Turn the Page,Bob Seger,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,81,Default Library,Blues
Sound of Sunshine,Michael Franti,Beat Buddy: Oldie 2- 4 on snareBeat Buddy Mini 2: Oldie 2- 4 on snare,97,Default Library,Pop
The Chain,Fleetwood Mac,Beat Buddy: Pop 11- 16thsBeat Buddy Mini: Pop 5Beat Buddy Mini 2: Pop 11- 16ths,76,Default Library,Rock
Give me some loving,Spencer Davis,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,149,Default Library,Rock
Big Boss Man,Conway Twitty,Beat Buddy: Oldie 3- 4 on snareBeat Buddy Mini: Oldie 2Beat Buddy Mini 2: Oldie 3- 4 on snare,106,Default Library,Rock
Same kind a crazy,Delbert MClinton,Beat Buddy: Oldie 2- 4 on snareBeat Buddy Mini 2: Oldie 2- 4 on snare,77,Default Library,Country
Give me one last chance,Delbert MClinton,Beat Buddy: Blues 4- 6/8Beat Buddy Mini 2: Blues 4- 6/8,60,Default Library,Ballad
Sharp dressed man,ZZ Top,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,125,Default Library,Rock
Stormy Monday,The Allman Brothers,Beat Buddy: Blues 3- 6/8Beat Buddy Mini: Blues 2Beat Buddy Mini 2: Blues 3- 6/8,87,Default Library,Blues
Who You say I am,Hillsong,Beat Buddy: Blues 4- 6/8Beat Buddy Mini 2: Blues 4- 6/8,86,Default Library,Worship
Here for you,Matt Redman,Beat Buddy: Rock 9Beat Buddy Mini: Rock 4Beat Buddy Mini 2: Rock 9,86,Default Library,Worship
Goodness of God,Bethel Music,Beat Buddy: Country 6- Str 8Beat Buddy Mini 2: Country 6- Str 8,62,Default Library,Worship
Goodness of God,Bethel Music,Beat Buddy: Country 6- Str 8Beat Buddy Mini 2: Country 6- Str 8,62,Default Library,Worship
No Longer Slaves,Bethel Music,Beat Buddy: Rock 5- Jungle TomsBeat Buddy Mini 2: Rock 5- Jungle Toms,74,Default Library,Worship
Sunshine of Your Love,Cream,Beat Buddy: Rock 5- Jungle TomsBeat Buddy Mini 2: Rock 5- Jungle Toms,115,Default Library,Rock
Sugar Magnolia,Grateful Dead,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,155,Default Library,Rock
Jet Airliner,Steve Miller Band,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,123,Default Library,Rock
The Letter,Joe Cocker,Beat Buddy: Country 6- Str 8Beat Buddy Mini 2: Country 6- Str 8,90,Default Library,Rock
Gentle On My Mind,Glen Campbell,Beat Buddy: Country 7- Brushes ShuffleBeat Buddy Mini 2: Country 7- Brushes Shuffle,109,Default Library,Country
Take On Me,A-ha,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,169,Default Library,Pop
Walkin' On Sunshine,Katrina and The Waves,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,219,Default Library,Rock
Hypnotized,Fleetwood Mac,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,108,Default Library,Rock
Play that funky music,Wild Cherry,Beat Buddy: Country 6- Str 8Beat Buddy Mini 2: Country 6- Str 8,109,Default Library,Rock
Chain of Fools,Aretha Franklin,Beat Buddy: Country 8- Str 8Beat Buddy Mini: Country 5Beat Buddy Mini 2: Country 8- Str 8,117,Default Library,Rock
More than one way Home,Keb' Mo',Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,99,Default Library,Blues
Sweet Jane,Lou Reed,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,115,Default Library,Rock
Sunday Rain,Foo Fighters,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,78,Default Library,Rock
Sunday Rain,Foo Fighters,Beat Buddy: Rock 2Beat Buddy Mini: Rock 2Beat Buddy Mini 2: Rock 2,78,Default Library,Rock
Midnight train to Memphis,Chris Stapleton,Beat Buddy: Rock 5- Jungle TomsBeat Buddy Mini 2: Rock 5- Jungle Toms,89,Default Library,Country
Three Little Bird,Bob Marley,Beat Buddy: Reggae 7- swung one dropBeat Buddy Mini: Reggae 4Beat Buddy Mini 2: Reggae 7- swung one drop,74,Default Library,Reggae
Stir it up,Bob Marley,Beat Buddy: Reggae 7- swung one dropBeat Buddy Mini: Reggae 4Beat Buddy Mini 2: Reggae 7- swung one drop,76,Default Library,Latin
Reckless,Australian Crawl,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,60,Default Library,Rock
Comme toi,Jean-Jaques Goldman,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,119,Default Library,Ballad
Whats up,4 None Blondes,Beat Buddy: Ballad 3,67,Default Library,Rock
Man of the Wordl,Fleetwood Mac,Beat Buddy: Ballad 3,88,Default Library,Rock
If you could only see,Tonic,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,95,Default Library,Rock
Heatwave,Martha Reeves and the Vandellas,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,167,Default Library,Rock
Human,Rag'n'bone man,Beat Buddy: Country 6- Str 8Beat Buddy Mini 2: Country 6- Str 8,75,Default Library,Pop
Giant,Rag'n'bone man,Beat Buddy: Techno 1Beat Buddy Mini: Techno 1Beat Buddy Mini 2: Techno 1,122,Default Library,Pop
Love me Again,John Newman,Beat Buddy: Rock 9Beat Buddy Mini: Rock 4Beat Buddy Mini 2: Rock 9,126,Default Library,Pop
Mr Brightside,The Killers,Beat Buddy: Pop 1- 16thsBeat Buddy Mini: Pop 1Beat Buddy Mini 2: Pop 1- 16ths,148,Default Library,Rock
Needle in a Haystack,The Velvelettes,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,156,Default Library,Rock
Nothing Breaks Like a Heart,Mark Ronson,Beat Buddy: Techno 1Beat Buddy Mini: Techno 1Beat Buddy Mini 2: Techno 1,114,Default Library,Pop
Our Day Will Come,Amy Winehouse,Beat Buddy: Reggae 5- one drop strBeat Buddy Mini: Reggae 2Beat Buddy Mini 2: Reggae 5- one drop str,98,Default Library,Reggae
Our Day Will Come,Amy Winehouse,Beat Buddy: Reggae 5- one drop strBeat Buddy Mini: Reggae 2Beat Buddy Mini 2: Reggae 5- one drop str,98,Default Library,Reggae
Perfect,Fairground Attraction,Beat Buddy: Country 7- Brushes ShuffleBeat Buddy Mini 2: Country 7- Brushes Shuffle,139,Default Library,Country
He Was Really Saying Something,The Velvelettes,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,138,Default Library,Rock
Tainted Love,Gloria Jones,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,162,Default Library,Rock
Itchycoo Park,Small Faces,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,127,Default Library,Rock
Itchycoo Park,Small Faces,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,127,Default Library,Rock
Wonder,Emeli Sande,Beat Buddy: Pop 11- 16thsBeat Buddy Mini: Pop 5Beat Buddy Mini 2: Pop 11- 16ths,124,Default Library,Pop
Sweet Dreams,Eurythmics,Beat Buddy: Techno 1Beat Buddy Mini: Techno 1Beat Buddy Mini 2: Techno 1,125,Default Library,Pop
Black Velvet,Alannah Miles,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,91,Default Library,Blues
Get Ready,The Temptations,Beat Buddy: Pop-Rock Str8Beat Buddy Mini 2: Pop-Rock Str8,133,Default Library,Rock
Groovejet,Spiller,Beat Buddy: Marengue (3-2)Beat Buddy Mini: MarengueBeat Buddy Mini 2: Marengue (3-2),246,Default Library,Latin
The City of New Orleans,Arlo Guthrie,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,146,Default Library,Country
The City of New Orleans,Arlo Guthrie,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,146,Default Library,Country
Three Little Birds,Bob Marley,Beat Buddy: Reggae 2- one drop strBeat Buddy Mini 2: Reggae 2- one drop str,74,Default Library,Reggae
Rumble,Link Wray,Beat Buddy: Blues 4- 6/8Beat Buddy Mini 2: Blues 4- 6/8,128,Default Library,Blues
Hurting Inside,Dave clark five,Beat Buddy: Brushes 1- Str 8Beat Buddy Mini: Brushes 1Beat Buddy Mini 2: Brushes 1- Str 8,129,Default Library,Rock
The Wizard,Uriah Heep,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,138,Default Library,Rock
Hey Hey My My,Neil Young,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,122,Default Library,Rock
Where is my mind,Pixies,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,81,Default Library,Rock
I love rock n roll,Joan Jett,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,94,Default Library,Rock
Losing My Religion,R.E.M,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,126,Default Library,Rock
Summer of 69,Bryan Adams,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,139,Default Library,Rock
Heroes,David Bowie,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,112,Default Library,Rock
Echo Beach,Martha & The Muffins,Beat Buddy: Pop 6- 8thsBeat Buddy Mini: Pop 3Beat Buddy Mini 2: Pop 6- 8ths,164,Default Library,Rock
Have a Nice Day,Stereophonics,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,121,Default Library,Rock
Cold Shot,Stevie Ray Vaughn,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,110,Default Library,Blues
Someday,Sugar Ray,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,111,Default Library,Pop
What I got,Sublime,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,96,Default Library,Pop
Day tripper,The Beatles,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,138,Default Library,Rock
Run Rudolph run,Chuck Berry,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,152,Default Library,Blues
Tumbling Dice,The Rolling Stones,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,111,Default Library,Rock
When Push Comes to Shove,Grateful Dead,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,109,Default Library,Country
Mustang Sally,Buddy Guy,Beat Buddy: Rock 7Beat Buddy Mini 2: Rock 7,107,Default Library,Blues
Moon Dance,Van Morrison,Beat Buddy: Country 7- Brushes ShuffleBeat Buddy Mini 2: Country 7- Brushes Shuffle,134,Default Library,Blues
Louie Louie,The Kingsmen,Beat Buddy: Punk 4Beat Buddy Mini: Punk 4Beat Buddy Mini 2: Punk 4,125,Default Library,Rock
(With a) Little Help from my Friends,The Beatles,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,113,Default Library,Rock
Gloria,The Shadows of Knight,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,120,Default Library,Rock
Tobacco Road,Nashville,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,136,Default Library,Rock
Chasing Cars,Snow Patrol,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,104,Default Library,Rock
Ring of fire,Johnny Cash,Beat Buddy: Country 7- Brushes ShuffleBeat Buddy Mini 2: Country 7- Brushes Shuffle,204,Default Library,Country
Alone Again,Gilbert O'sullivan,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,85,Default Library,Ballad
Unchained,Van Halen,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,137,Default Library,Rock
Friday I'm In Love,The Cure,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,136,Default Library,Rock
Let the redeemed,Josh Baldwin,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,80,Default Library,Rock
Your Wildest Dreams,The Moody Blues,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,141,Default Library,Rock
Caroline,Status Quo,Beat Buddy: Rock 12Beat Buddy Mini 2: Rock 12,153,Default Library,Rock
Heroes,David Bowie,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,112,Default Library,Rock
Blue Ain't Your Color,Keith Urban,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,56,Default Library,Ballad
Perfect,Ed Sheeran,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,63,Default Library,Ballad
Perfect,Ed Sheeran,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,63,Default Library,Ballad
Pontoon,Little big town,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,96,Default Library,Rock
Lady picture show,Stone temple pilots,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,79,Default Library,Rock
Interstate Love Song,Stone temple pilots,Beat Buddy: Funk 5- str 16thsBeat Buddy Mini 2: Funk 5- str 16ths,88,Default Library,Rock
All The Time,Green Day,Beat Buddy: Punk 1Beat Buddy Mini: Punk 1Beat Buddy Mini 2: Punk 1,155,Default Library,Punk
Good luck charm,Elvis Presley,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,122,Default Library,Rock
All the young dudes,Mott the Hoople,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,78,Default Library,Ballad
Creep,Stone Temple Pilots,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,54,Default Library,Rock
Beautiful Sunday,Daniel Boone,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,121,Default Library,Rock
Get Together,The Youngbloods,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,103,Default Library,Rock
Rock this town,Stray cats,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,202,Default Library,Rock
Hichin' a Ride,Vanity Fair,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,137,Default Library,Rock
Sloe Gin,Joe Bonamassa,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,67,Default Library,Rock
Sloe Gin,Joe Bonamassa,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,67,Default Library,Rock
Thrill IS Gone,BB King,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,87,Default Library,Rock
Thrill IS Gone,Gov't Mule,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,75,Default Library,Rock
Rocky mountain way,Joe Walsh,Beat Buddy: Country 2- Train ShuffleBeat Buddy Mini: Country 2Beat Buddy Mini 2: Country 2- Train Shuffle,87,Default Library,Rock
I saw the light,Todd Rundgreen,Beat Buddy: Oldie 5- Bum cha ka moreBeat Buddy Mini: Oldie 4Beat Buddy Mini 2: Oldie 5- Bum cha ka more,120,Default Library,Rock
What if I never get over you,Lady Antebellum,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,93,Default Library,Rock
Island in the stream,Dolly Parson & Kelly Roger,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,101,Default Library,Rock
Island in the stream,Dolly Parson & Kelly Roger,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,101,Default Library,Rock
Island in the stream,Dolly Parson & Kelly Roger,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,101,Default Library,Rock
Killing Floor,Howling,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,112,Default Library,Rock
"Cold, Cold Heart",Johnny Cash,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,137,Default Library,Country
Midnight Special,Creedence clearwater revival,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,124,Default Library,Rock
I can't drive 55,Sammy Hagar,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,134,Default Library,Rock
Human Being,Van Halen,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,124,Default Library,Rock
Human Being,Van Halen,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,124,Default Library,Rock
How many more times,Led Zeppelin,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,143,Default Library,Rock
Love Runs Out,One Republic,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,120,Default Library,Rock
The boys are back in town,Thin Lizzy,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,162,Default Library,Rock
Lay Down Sally,Eric Clapton,Beat Buddy: Country 1- ShuffleBeat Buddy Mini: Country 1Beat Buddy Mini 2: Country 1- Shuffle,192,Default Library,Country
If Tomorrow Never Comes,Garth Brooks,Beat Buddy: Ballad 6,76,Default Library,Ballad
Dream a little dream of me,Mama Cass,Beat Buddy: Blues 2Beat Buddy Mini 2: Blues 2,88,Default Library,Blues
Trouble,Over the Rhine,Beat Buddy: Ballad 3,113,Default Library,Ballad
I'll Never Get Over You,Johnny kid & the pirates,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,142,Default Library,Rock
Sunshine of your love,Eric Clapton,Beat Buddy: Pop 12- 8thsBeat Buddy Mini 2: Pop 12- 8ths,115,Default Library,Rock
White wedding,Billy Idol,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,147,Default Library,Rock
6th Avenue Heartbreak,Wallflowers,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,75,Default Library,Rock
Enjoy the silence,Depeche Mode,Beat Buddy: Pop 11- 16thsBeat Buddy Mini: Pop 5Beat Buddy Mini 2: Pop 11- 16ths,113,Default Library,Pop
Ain't no sunshine,Bill Whiters,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,80,Default Library,Ballad
Rock and Roll All Nite,Kiss,Beat Buddy: Rock 4Beat Buddy Mini 2: Rock 4,145,Default Library,Rock
Venus,Shocking blue,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,128,Default Library,Rock
Love Shack,B-52's,Beat Buddy: Rock 1Beat Buddy Mini: Rock 1Beat Buddy Mini 2: Rock 1,134,Default Library,Rock
Baby Makes Her Blue Jeans Talk,Dr Hook,Beat Buddy: Pop 10- 8thsBeat Buddy Mini 2: Pop 10- 8ths,121,Default Library,Rock
Silvia's Mother,Dr Hook,Beat Buddy: Brushes 2- Str 16thsBeat Buddy Mini: Brushes 2Beat Buddy Mini 2: Brushes 2- Str 16ths,83,Default Library,Blues
He stopped loving her today,George Jones,Beat Buddy: Blues 1Beat Buddy Mini: Blues 1Beat Buddy Mini 2: Blues 1,127,Default Library,Country
Two of our kind,Garth Brooks,Beat Buddy: Country 4- ShuffleBeat Buddy Mini: Country 3Beat Buddy Mini 2: Country 4- Shuffle,126,Default Library,Country
